URIndEWW5,UrbanRural Indicator (England and Wales) from NSPD
SOA2W5,Lower Layer Super Output Area from NSPD
SOA1W5,Output Area from NSPD
WardC91W5,1991 Ward (Census Code range) from NSPD
WardO91W5,1991 Ward (OGGS Code range) from NSPD
Ward98W5,1998 ward from NSPD
StatsWardW5,2005 Statistical Ward (England and Wales only)
OACodeW5,Output Area from NSPD
OAC_Supergroupw5,OAC Supergroup for w5
OAC_Groupw5,OAC Group for w5
OAC_Subgroupw5,OAC Subgroup for w5
OfinalW5,Final say in big financial decisions
NoUnitsW5,Number of family units
DVHSizeW5,DVHSize
GORW5,Wave 5 Government Office Region code
CountryW5,Country (based on GOR)
NumAdISwW5,NUMADISW
NumAdultW5,Number of adults in household
NumCh18W5,Number of children aged 18 or under
NumChildW5,Number of children in household
NumCivPtrW5,Number of Civil Partners
NumCPartW5,Number of cohabiting partners
NumDepChW5,Number of dependent children in household
NumElChW5,Number of children eligible for a child trust fund
NumHHldrW5,Number of householders
NumMPartW5,Number of married partners
NumNoElChW5,Number of children not eligible for a child trust fund
HHoldTypeW5,Type of household
HRPEdLevelW5,Education levvel of HRP or partner
HHPPhys,Value of main house physical wealth shared amongst adults
HHOwnF,Number of people in each household with accomodation in their name
PhvalW5,Individual level main house asset
PMValW5,Individual level main house debt (including equity release)
PEValW5,Individual level endowment
